Planet_Name,Host_Star,Default_Flag,Num_Stars,Num_Planets,Discovery_Method,Discovery_Year,Discovery_Facility,Solar_System_Type,Controversial_Flag,Reference_Name,Orbital_Period_Days,Orbital_Period_Error_Upper,Orbital_Period_Error_Lower,Orbital_Period_Limit_Flag,Semi_Major_Axis_AU,Semi_Major_Axis_Error_Upper,Semi_Major_Axis_Error_Lower,Semi_Major_Axis_Limit_Flag,Planet_Radius_Earth,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,Planet_Mass_Earth,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,Orbital_Eccentricity,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,Insolation_Flux,pl_insolerr1,pl_insolerr2,pl_insollim,Equilibrium_Temperature,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,Star_Temperature_K,st_tefferr1,st_tefferr2,st_tefflim,Star_Radius_Solar,st_raderr1,st_raderr2,st_radlim,Star_Mass_Solar,st_masserr1,st_masserr2,st_masslim,Star_Metallicity,st_meterr1,st_meterr2,st_metlim,st_metratio,Star_Surface_Gravity,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,System_Distance_PC,sy_disterr1,sy_disterr2,System_Visual_Magnitude,sy_vmagerr1,sy_vmagerr2,System_Infrared_Magnitude,sy_kmagerr1,sy_kmagerr2,System_Gaia_Magnitude,sy_gaiamagerr1,sy_gaiamagerr2,Row_Last_Update,Publication_Date,Release_Date,Discovery_Date,Discovery_Method_Index,Discovery_Facility_Index,Solar_System_Type_Index
HD 183579 b,HD 183579,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,false,<a refstr=BONFANTI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...671L...8B/abstract target=ref>Bonfanti et al. 2023</a>,17.471291,2.7E-5,-2.8E-5,false,0.1322,0.0021,-0.0022,false,3.49,0.07,-0.064,0,0.311,0.006,-0.006,0,20.4,2.6,-2.5,0,0.06419,0.00818,-0.00787,0,Mass,0.061,0.061,-0.042,0,486.9533952254641,39.427112299465236,-35.799064171123014,0,752,10,-10,0,0,<a refstr=BONFANTI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...671L...8B/abstract target=ref>Bonfanti et al. 2023</a>,Unknown,5784.0,61.0,-61.0,0,0.96,0.01,-0.01,0,1.0,0.05,-0.05,0,-0.038,0.04,-0.04,0,[Fe/H],4.45,0.1,-0.1,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h33m08.79s,293.2866147,-54d31m57.82s,-54.5327284,57.2651,0.1875,-0.1864,8.67,0.03,-0.03,7.15,0.027,-0.027,8.51549,2.59E-4,-2.59E-4,29/8/2024,2023-03,,2021-01-01,0.0,0.0,0.0
PH2 b,PH2,1,1,1,Transit,2013,Kepler,Published Confirmed,false,<a refstr=DALBA_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..271...16D/abstract target=ref>Dalba et al. 2024</a>,282.52542,1.1E-4,-1.1E-4,false,0.833,0.014,-0.016,false,9.337,0.291,-0.269,0,0.833,0.026,-0.024,0,87.08498,20.97667,-21.2945,0,0.274,0.066,-0.067,0,Mass,0.215,0.095,-0.082,0,1.2,0.09,-0.09,0,295,5,-4,0,0,<a refstr=DALBA_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..271...16D/abstract target=ref>Dalba et al. 2024</a>,Unknown,5734.0,84.0,-82.0,0,0.95,0.03,-0.03,0,0.97,0.05,-0.06,0,0.017,0.051,-0.044,0,[Fe/H],4.47,0.03,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h19m03.27s,289.7636212,+51d57m45.66s,51.962683,343.863,3.631,-3.557,12.645,0.046,-0.046,11.116,0.022,-0.022,12.5811,1.85E-4,-1.85E-4,13/9/2024,2024-03,,2013-01-01,0.0,1.0,0.0
TOI-1836 b,TOI-1836,1,1,2,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,false,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,20.380845,2.8E-5,-2.8E-5,false,0.157,0.003,-0.003,false,8.281,0.204,-0.168,0,0.739,0.018,-0.015,0,24.7,6.1,-5.9,0,0.07771,0.01919,-0.01856,0,Mass,0.0,0.04802127868852457,-0.04109831850117093,0,486.9533952254641,39.427112299465236,-35.799064171123014,0,890,16,-13,0,0,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,Unknown,6237.0,91.0,-69.0,0,1.65,0.03,-0.03,0,1.25,0.02,-0.04,0,-0.136,0.073,-0.034,0,[Fe/H],4.1,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h23m37.90s,245.9079242,+54d41m24.28s,54.6900774,191.649,0.929,-0.92,9.765,0.004,-0.004,8.531,0.018,-0.018,9.64482,3.22E-4,-3.22E-4,22/7/2024,2024-06,,2024-01-01,0.0,0.0,0.0
CoRoT-5 b,CoRoT-5,1,1,1,Transit,2009,CoRoT,Published Confirmed,false,<a refstr=RAUER_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009A&A...506..281R/abstract target=ref> Rauer et al. 2009 </a>,4.0378962,1.9E-6,-1.9E-6,false,0.04947,2.6E-4,-2.9E-4,false,15.558,0.516,-0.527,0,1.388,0.046,-0.047,0,148.42,14.937,-7.628,0,0.467,0.047,-0.024,0,Mass,0.09,0.09,-0.04,0,486.9533952254641,39.427112299465236,-35.799064171123014,0,1438,39,-39,0,0,<a refstr=RAUER_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009A&A...506..281R/abstract target=ref> Rauer et al. 2009 </a>,F9 V,6100.0,65.0,-65.0,0,1.19,0.04,-0.04,0,1.0,0.02,-0.02,0,-0.25,0.06,-0.06,0,[M/H],4.19,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h45m06.54s,101.2772396,+00d48m54.78s,0.8152163,882.472,25.62,-25.62,14.043,0.149,-0.149,12.546,0.026,-0.026,13.9021,4.18E-4,-4.18E-4,14/5/2014,2009-10,,2009-01-01,0.0,6.0,0.0
HAT-P-31 b,HAT-P-31,1,1,1,Transit,2011,HATNet,Published Confirmed,false,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,5.00542,9.1E-5,-9.1E-5,false,0.11312557679914084,0.002684978260869558,-0.0027789380434782513,,12.218,1.681,-1.681,0,1.09,0.15,-0.15,0,721.4741,266.9772,-266.9772,0,2.27,0.84,-0.84,0,Mass,0.25,0.0,0.0,0,486.9533952254641,39.427112299465236,-35.799064171123014,0,1102,28,-27,0,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,Unknown,6065.0,100.0,-100.0,0,1.39,0.11,-0.11,0,1.31,0.73,-0.73,0,0.15,0.08140913811007251,-0.0808961578400829,0,[Fe/H],4.26,0.12,-0.12,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h06m09.04s,271.5376722,+26d25m35.78s,26.4266061,344.05,2.913,-2.865,11.667,0.015,-0.015,10.083,0.021,-0.021,11.4501,3.77E-4,-3.77E-4,25/4/2018,2017-03,,2011-01-01,0.0,5.0,0.0
HD 191939 b,HD 191939,1,1,6,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,false,<a refstr=ORELL_MIQUEL_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221100667O/abstract target=ref>Orell-Miquel et al. 2022</a>,8.8803256,4.7E-6,-4.7E-6,false,0.0804,0.0025,-0.0023,false,3.41,0.075,-0.075,0,0.304,0.007,-0.007,0,10.0,0.7,-0.7,0,0.03146,0.0022,-0.0022,0,Mass,0.031,0.01,-0.011,0,100.0,7.0,-7.0,0,880,20,-20,0,0,<a refstr=LUBIN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..101L/abstract target=ref>Lubin et al. 2022</a>,G9 V,5348.0,100.0,-100.0,0,0.94,0.02,-0.02,0,0.81,0.04,-0.04,0,-0.15,0.06,-0.06,0,[Fe/H],4.3,0.1,-0.1,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h08m06.15s,302.0256247,+66d51m01.09s,66.8503014,53.6089,0.0733,-0.0731,8.97,0.03,-0.03,7.18,0.021,-0.021,8.77476,2.38E-4,-2.38E-4,14/11/2022,2022-11,,2020-01-01,0.0,0.0,0.0
HD 191939 d,HD 191939,1,1,6,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,false,<a refstr=ORELL_MIQUEL_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221100667O/abstract target=ref>Orell-Miquel et al. 2022</a>,38.353037,6.0E-5,-6.0E-5,false,0.2132,0.0065,-0.0061,false,2.995,0.07,-0.07,0,0.267,0.006,-0.006,0,2.8,0.6,-0.6,0,0.00881,0.00189,-0.00189,0,Mass,0.031,0.018,-0.012,0,14.3,1.0,-1.0,0,540,11,-11,0,0,<a refstr=LUBIN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..101L/abstract target=ref>Lubin et al. 2022</a>,G9 V,5348.0,100.0,-100.0,0,0.94,0.02,-0.02,0,0.81,0.04,-0.04,0,-0.15,0.06,-0.06,0,[Fe/H],4.3,0.1,-0.1,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h08m06.15s,302.0256247,+66d51m01.09s,66.8503014,53.6089,0.0733,-0.0731,8.97,0.03,-0.03,7.18,0.021,-0.021,8.77476,2.38E-4,-2.38E-4,14/11/2022,2022-11,,2020-01-01,0.0,0.0,0.0
TOI-270 d,TOI-270,1,1,3,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,false,<a refstr=VAN_EYLEN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.507.2154V/abstract target=ref>Van Eylen et al. 2021</a>,11.379573,1.3E-5,-1.3E-5,false,0.0721,5.0E-4,-5.0E-4,false,2.133,0.058,-0.058,0,0.19,0.005,-0.005,0,4.78,0.43,-0.43,0,0.01504,0.00135,-0.00135,0,Mass,0.032,0.023,-0.023,0,486.9533952254641,39.427112299465236,-35.799064171123014,0,387,10,-10,0,0,<a refstr=VAN_EYLEN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.507.2154V/abstract target=ref>Van Eylen et al. 2021</a>,M,3506.0,70.0,-70.0,0,0.38,0.01,-0.01,0,0.39,0.01,-0.01,0,-0.2,0.12,-0.12,0,[Fe/H],4.87,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h33m39.86s,68.4160804,-51d57m26.62s,-51.9573937,22.4793,0.01355,-0.01355,12.603,0.039,-0.039,8.251,0.029,-0.029,11.6306,4.76E-4,-4.76E-4,3/8/2021,2021-10,,2019-01-01,0.0,0.0,0.0
HD 63935 b,HD 63935,1,1,2,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,false,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,9.058807,1.5E-5,-1.5E-5,false,0.083,0.002,-0.002,false,2.916,0.093,-0.077,0,0.26,0.008,-0.007,0,10.5,1.6,-1.5,0,0.03304,0.00503,-0.00472,0,Mass,0.0,0.04802127868852457,-0.04109831850117093,0,486.9533952254641,39.427112299465236,-35.799064171123014,0,825,14,-14,0,0,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,Unknown,5513.0,71.0,-73.0,0,0.96,0.02,-0.02,0,0.94,0.03,-0.03,0,0.107,0.054,-0.057,0,[Fe/H],4.45,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h51m41.91s,117.9246417,+09d23m06.87s,9.3852412,48.9739,0.1057,-0.1053,8.58,0.03,-0.03,6.881,0.021,-0.021,8.39353,2.88E-4,-2.88E-4,23/7/2024,2024-06,,2021-01-01,0.0,0.0,0.0
TOI-2421 b,TOI-2421,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,false,<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>,4.3474032,7.9E-6,-7.8E-6,false,0.0543,0.0021,-0.001,false,10.368,0.392,-0.381,0,0.925,0.035,-0.034,0,105.83686,25.10844,-25.10844,0,0.333,0.079,-0.079,0,Mass,0.0,0.048,-0.052,0,923.6,47.8,-64.7,0,1534,20,-28,0,0,<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>,Unknown,5607.0,68.0,-68.0,0,1.75,0.05,-0.05,0,1.13,0.13,-0.06,0,0.19,0.083,-0.085,0,[Fe/H],4.0,0.06,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h12m36.96s,33.1540208,-35d23m27.31s,-35.3909182,327.927,3.248,-3.185,11.419,0.01,-0.01,9.667,0.021,-0.021,11.1554,5.29E-4,-5.29E-4,29/8/2022,2022-08,,2022-01-01,0.0,0.0,0.0
CoRoT-26 b,CoRoT-26,1,1,1,Transit,2013,CoRoT,Published Confirmed,false,<a refstr=ALMENARA_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...555A.118A/abstract target=ref> Almenara et al. 2013 </a>,4.20474,5.0E-5,-5.0E-5,false,0.0526,0.001,-0.001,false,14.12,1.46,-0.78,0,1.26,0.13,-0.07,0,165.26,15.89,-15.89,0,0.52,0.05,-0.05,0,Mass,0.0,0.04802127868852457,-0.04109831850117093,0,486.9533952254641,39.427112299465236,-35.799064171123014,0,1600,80,-70,0,0,<a refstr=ALMENARA_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...555A.118A/abstract target=ref> Almenara et al. 2013 </a>,G5,5590.0,100.0,-100.0,0,1.79,0.18,-0.09,0,1.09,0.06,-0.06,0,0.01,0.13,-0.13,0,[Fe/H],3.99,0.05,-0.08,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h39m00.12s,279.7504991,+06d58m11.22s,6.9697828,1045.18,7.808041317204307,-7.289089382616482,15.861,0.195,-0.195,13.261,0.034,-0.034,15.4682,0.001683,-0.001683,14/5/2014,2013-07,,2013-01-01,0.0,6.0,0.0
CoRoT-30 b,CoRoT-30,1,1,1,Transit,2020,CoRoT,Published Confirmed,false,<a refstr=BORD_EACUTE__ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...635A.122B/abstract target=ref>Bord&eacute; et al. 2020</a>,9.06005,2.4E-4,-2.4E-4,false,0.0844,0.0012,-0.0012,false,11.31,0.852,-0.852,0,1.009,0.076,-0.076,0,921.707,69.9226,-69.9226,0,2.9,0.22,-0.22,0,Mass,0.007,0.031,-0.031,0,486.9533952254641,39.427112299465236,-35.799064171123014,0,1102,28,-27,0,0,<a refstr=BORD_EACUTE__ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...635A.122B/abstract target=ref>Bord&eacute; et al. 2020</a>,G3 V,5650.0,100.0,-100.0,0,0.91,0.09,-0.03,0,0.98,0.03,-0.05,0,0.02,0.1,-0.1,0,[Fe/H],4.4,0.1,-0.1,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h30m24.28s,277.6011767,+06d50m09.36s,6.8359338,1032.23,48.57,-44.467,15.571,0.126,-0.126,13.562,0.045,-0.045,15.413,6.66E-4,-6.66E-4,10/4/2020,2020-03,,2020-01-01,0.0,6.0,0.0
Kepler-78 b,Kepler-78,1,2,1,Transit,2013,Kepler,Published Confirmed,false,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,0.35500745,8.0E-8,-8.0E-8,false,0.00901,1.2E-4,-1.9E-4,false,1.201,0.028,-0.028,0,0.107,0.002,-0.002,0,1.68,0.27,-0.27,0,0.00529,8.5E-4,-8.5E-4,0,Mass,0.0,0.04802127868852457,-0.04109831850117093,0,4070.0,240.0,-240.0,0,2223,32,-32,0,0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,Unknown,5058.0,50.0,-50.0,0,0.75,0.01,-0.01,0,0.78,0.03,-0.05,0,-0.18,0.08,-0.08,0,[Fe/H],4.392565130260518,0.05862208713272568,-0.05907801418439738,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h34m58.07s,293.7419543,+44d26m53.71s,44.4482521,124.376,0.33,-0.329,11.717,0.034,-0.034,9.586,0.015,-0.015,11.5287,3.4E-4,-3.4E-4,17/4/2023,2023-04,,2013-01-01,0.0,1.0,0.0
Kepler-96 b,Kepler-96,1,1,1,Transit,2014,Kepler,Published Confirmed,false,<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>,16.2385,0.013030851033519556,-0.009756004813780271,false,0.11312557679914084,0.002684978260869558,-0.0027789380434782513,,2.67,0.22,-0.22,0,0.238,0.02,-0.02,0,8.46,3.4,-3.4,0,0.027,0.011,-0.011,0,Mass,0.09342613987473901,0.04802127868852457,-0.04109831850117093,0,486.9533952254641,39.427112299465236,-35.799064171123014,0,1102,28,-27,0,0,<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>,Unknown,5690.0,73.0,-73.0,0,1.02,0.09,-0.09,0,1.0,0.06,-0.06,0,0.04,0.07,-0.07,0,[Fe/H],4.42,0.08,-0.08,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h48m16.76s,297.0698263,+40d31m30.73s,40.5252039,122.881,0.404,-0.401,10.568,0.006,-0.006,8.868,0.02,-0.02,10.2971,3.9E-4,-3.9E-4,14/5/2014,2014-02,,2014-01-01,0.0,1.0,0.0
K2-60 b,K2-60,1,1,1,Transit,2016,K2,Published Confirmed,false,<a refstr=EIGM_UUML_LLER_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..130E/abstract target=ref>Eigm&uuml;ller et al. 2017</a>,3.00265,4.0E-5,-4.0E-5,false,0.045,0.003,-0.003,false,7.656,0.415,-0.415,0,0.683,0.037,-0.037,0,135.39558,11.75971,-11.75971,0,0.426,0.037,-0.037,0,Mass,0.0,0.04802127868852457,-0.04109831850117093,0,486.9533952254641,39.427112299465236,-35.799064171123014,0,1400,50,-50,0,0,<a refstr=EIGM_UUML_LLER_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..130E/abstract target=ref>Eigm&uuml;ller et al. 2017</a>,G4 V,5500.0,100.0,-100.0,0,1.12,0.05,-0.05,0,0.97,0.07,-0.07,0,0.01,0.11,-0.11,0,[Fe/H],4.07,0.11,-0.11,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h34m25.50s,338.6062312,-13d43m54.50s,-13.7318044,491.87,11.47,-10.969,12.857,0.057,-0.057,10.993,0.021,-0.021,12.6108,3.14E-4,-3.14E-4,31/1/2017,2017-03,,2016-01-01,0.0,2.0,0.0
KELT-23 A b,KELT-23 A,1,2,1,Transit,2019,KELT-North,Published Confirmed,false,<a refstr=JOHNS_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158...78J/abstract target=ref>Johns et al. 2019</a>,2.255251,1.1E-5,-1.2E-5,false,0.03302,6.8E-4,-6.4E-4,false,14.83,0.28,-0.28,0,1.323,0.025,-0.025,0,298.12454,15.25584,-13.98452,0,0.938,0.048,-0.044,0,Mass,0.0,0.04802127868852457,-0.04109831850117093,0,991.18,51.43,-49.23,0,1561,20,-20,0,0,<a refstr=JOHNS_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158...78J/abstract target=ref>Johns et al. 2019</a>,G2 V,5899.0,49.0,-49.0,0,1.0,0.01,-0.01,0,0.94,0.06,-0.05,0,-0.105,0.078,-0.077,0,[Fe/H],4.42,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h28m35.19s,232.1466406,+66d21m31.35s,66.3587097,126.261,0.352,-0.351,10.308,0.005,-0.005,8.904,0.03329590017825322,-0.03329590017825322,10.182,4.19E-4,-4.19E-4,7/6/2019,2019-08,,2019-01-01,0.0,20.0,0.0
Kepler-20 c,Kepler-20,1,2,6,Transit,2011,Kepler,Published Confirmed,false,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,10.8540774,2.1E-6,-2.1E-6,false,0.0936,0.0018,-0.0018,false,2.894,0.036,-0.033,0,0.258,0.003,-0.003,0,11.1,2.1,-2.1,0,0.03492,0.00661,-0.00661,0,Mass,0.076,0.04802127868852457,-0.04109831850117093,1,78.7,4.6,-4.6,0,828,11,-11,0,0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,Unknown,5495.0,50.0,-50.0,0,0.92,0.01,-0.01,0,0.93,0.05,-0.05,0,0.07,0.08,-0.08,0,[Fe/H],4.392565130260518,0.05862208713272568,-0.05907801418439738,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h10m47.52s,287.6979913,+42d20m18.88s,42.3385782,282.563,1.776,-1.753,12.61,0.069,-0.069,10.871,0.013,-0.013,12.4535,1.42E-4,-1.42E-4,17/4/2023,2023-04,,2011-01-01,0.0,1.0,0.0
Kepler-79 c,Kepler-79,1,1,4,Transit,2012,Kepler,Published Confirmed,false,<a refstr=JONTOF_HUTTER_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...785...15J/abstract target=ref>Jontof-Hutter et al. 2014</a>,27.4029,8.0E-4,-6.0E-4,false,0.187,0.002,-0.003,false,3.72,0.08,-0.08,0,0.332,0.007,-0.007,0,5.9,1.9,-2.3,0,0.019,0.006,-0.0072,0,Mass,0.03,0.027,-0.021,0,486.9533952254641,39.427112299465236,-35.799064171123014,0,1102,28,-27,0,1,<a refstr=JONTOF_HUTTER_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...785...15J/abstract target=ref>Jontof-Hutter et al. 2014</a>,Unknown,6174.0,83.0,-117.0,0,1.3,0.03,-0.03,0,1.17,0.04,-0.04,0,-0.073,0.062,-0.009,0,[M/H],4.27,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h02m04.11s,300.5171067,+44d22m53.58s,44.3815508,1020.72,17.075,-17.075,14.036,0.126,-0.126,12.606,0.031,-0.031,13.8825,2.18E-4,-2.18E-4,9/3/2016,2014-04,,2012-01-01,0.0,1.0,0.0
TOI-199 b,TOI-199,1,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,false,<a refstr=HOBSON_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230914915H/abstract target=ref>Hobson et al. 2023</a>,104.854,0.001,-0.002,false,0.4254,0.002,-0.002,false,9.079,0.056,-0.056,0,0.81,0.005,-0.005,0,54.03083,6.35657,-6.35657,0,0.17,0.02,-0.02,0,Mass,0.09,0.01,-0.02,0,486.9533952254641,39.427112299465236,-35.799064171123014,0,1102,28,-27,0,1,<a refstr=HOBSON_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230914915H/abstract target=ref>Hobson et al. 2023</a>,G9 V,5255.0,12.0,-10.0,0,0.82,0.0,0.0,0,0.94,0.0,-0.01,0,0.22,0.03,-0.03,0,[Fe/H],4.58,0.0,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h20m25.41s,80.1058735,-59d53m43.56s,-59.8954326,102.27,0.191,-0.19,10.701,0.008,-0.008,8.814,0.021,-0.021,10.5784,3.17E-4,-3.17E-4,9/10/2023,2023-09,,2023-01-01,0.0,0.0,0.0
HAT-P-52 b,HAT-P-52,1,1,1,Transit,2015,HATNet,Published Confirmed,false,<a refstr=HARTMAN_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015AJ....150..168H/abstract target=ref>Hartman et al. 2015</a>,2.7535953,9.4E-6,-9.4E-6,false,0.03694,3.8E-4,-3.8E-4,false,11.31,0.807,-0.807,0,1.009,0.072,-0.072,0,259.98494,9.21707,-9.21707,0,0.818,0.029,-0.029,0,Mass,0.047,0.04802127868852457,-0.04109831850117093,1,486.9533952254641,39.427112299465236,-35.799064171123014,0,1218,37,-37,0,0,<a refstr=HARTMAN_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015AJ....150..168H/abstract target=ref>Hartman et al. 2015</a>,Unknown,5131.0,50.0,-50.0,0,0.89,0.05,-0.05,0,0.89,0.03,-0.03,0,0.28,0.08,-0.08,0,[Fe/H],4.48,0.05,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h50m53.22s,42.7217412,+29d01m20.10s,29.0222492,361.155,4.2875,-4.2875,14.107,0.08,-0.08,11.621,0.021,-0.021,13.787,4.6E-4,-4.6E-4,18/11/2015,2015-12,,2015-01-01,0.0,5.0,0.0
