Insolation_Flux,temperature,mass,ra,dec
486.9533952254641,1160,311.4734,214.0595791,-19.5423062
486.9533952254641,1102,835.8929,3.9617073,1.2005122
486.9533952254641,1102,247.9074,268.3043361,37.2117397
486.9533952254641,1102,162.0933,98.3511016,-23.486086
486.9533952254641,1285,152.55,1.0465696,-47.3606352
486.9533952254641,1480,181.1631,209.51701,-30.348153
486.9533952254641,1397,301.9385,86.738228,-11.2353401
486.9533952254641,1102,266.9772,286.0408755,36.632536
486.9533952254641,1487,305.1168,311.0427558,-39.2254856
486.9533952254641,2508,473.547,249.3148604,7.1833758
486.9533952254641,1186,95.03117,26.7932253,3.1329325
486.9533952254641,1561,878.0,199.3338503,-15.2737046
486.9533952254641,1689,403.945,101.1149223,-32.8583878
486.9533952254641,1102,151.916,169.4388603,-19.0547781
486.9533952254641,1100,317.83,176.2990518,-42.0639575
486.9533952254641,1102,607.03,268.0291106,37.5463268
486.9533952254641,1102,280.95,101.1275033,-42.7622296
49.1,674,4.45,160.0658525,-8.5110827
486.9533952254641,1480,568.9157,305.2219454,59.4489033
486.9533952254641,2043,562.24127,327.6656953,10.4629385
486.9533952254641,1600,390.9309,55.9336392,-65.19378
486.9533952254641,1038,9.79,194.468098,-39.7580613
486.9533952254641,1387,187.512,315.4771912,-13.4333821
486.9533952254641,1721,271.74465,313.6872928,9.1790688
51.3,745,331.0,60.4246951,60.8913677
791.0,1329,6.26,217.6091998,-46.159516
1200.0,1638,594.3421,256.5375549,-10.4130071
486.9533952254641,1120,95.349,190.1519558,-19.2843527
486.9533952254641,1500,1274.44,293.9850284,36.2962939
533.0,1337,276.5121,3.9032733,-11.9382645
8.03,469,23.5,155.8719377,-43.8349248
486.9533952254641,1102,376.94638,353.5629149,-42.0617794
486.9533952254641,1395,466.8287,43.6880738,-10.8980242
164.0,995,120.45697,157.0372806,-64.5052107
486.9533952254641,2329,2542.64,196.0437932,-35.5495292
486.9533952254641,641,10.5,187.9948428,-35.5544523
492.0,1311,295.89973,307.7255587,6.4293305
486.9533952254641,1102,225.6593,76.0818912,-6.2297801
440.0,1270,32.10083,144.8751047,-20.9824191
58.5,682,136.03056,217.6091998,-46.159516
486.9533952254641,1404,87.40325,359.1915117,-22.1532316
486.9533952254641,1102,91.21675,254.1305022,44.3025361
486.9533952254641,1620,731.009,223.6587187,-38.7445469
294.0,1153,306.38812,5.2377567,-35.998465
486.9533952254641,420,6.9,178.577997,-37.5533568
337.0,1192,211.99261,227.6586754,-71.3616316
486.9533952254641,1400,190.698,332.7143373,-30.7497189
486.9533952254641,520,5.0,178.577997,-37.5533568
5805.0,2429,3241.84975,24.3544618,-45.6777937
486.9533952254641,1733,750.39663,131.5803897,-8.0269855
486.9533952254641,1252,392.83788,144.1193594,-50.4630933
486.9533952254641,1102,251.0857,47.3689472,30.6733817
486.9533952254641,1540,286.047,123.3922465,-1.9827874
486.9533952254641,1636,607.0553,318.7370122,-55.8718634
486.9533952254641,1516,404.263,160.6023689,7.4350768
486.9533952254641,1119,88.35674,87.679561,-27.6233218
486.9533952254641,1590,886.7457,4.1463468,-10.9764226
486.9533952254641,1102,193.8763,203.7581951,-17.5034961
486.9533952254641,825,170.99254,303.1667996,-2.1444369
486.9533952254641,1102,92.1707,315.0259661,-5.094857
