radius,mass,temperature,Discovery_Method,Discovery_Method_Index,features,rawPrediction,probability,prediction
11.097,212.94503,378,Transit,0.0,"[11.097,212.94503,378.0]","[9.887451392618582,0.10337147846422369,0.00917712891719494,0.0]","[0.9887451392618581,0.01033714784642237,0.0009177128917194939,0.0]",0.0
11.781,953.49,1401,Transit,0.0,"[11.781,953.49,1401.0]","[9.868889710450034,0.11366081540820479,0.01503959276435671,0.0024098813774041227]","[0.9868889710450034,0.011366081540820479,0.001503959276435671,0.00024098813774041226]",0.0
2.48,19.1,702,Transit,0.0,"[2.48,19.1,702.0]","[9.800504663021364,0.18123056874739019,0.012651717409039946,0.0056130508222057484]","[0.9800504663021364,0.01812305687473902,0.0012651717409039947,0.0005613050822205749]",0.0
2.53,10.8,1102,Transit,0.0,"[2.53,10.8,1102.0]","[9.834024388754111,0.14289046634546615,0.011705104978235256,0.011380039922187342]","[0.9834024388754111,0.014289046634546615,0.0011705104978235255,0.001138003992218734]",0.0
2.209,6.1,851,Transit,0.0,"[2.209,6.1,851.0]","[9.379423791557082,0.585316411253359,0.004743130654110405,0.03051666653544947]","[0.937942379155708,0.05853164112533589,0.0004743130654110404,0.0030516666535449466]",0.0
9.658,99.0,1278,Transit,0.0,"[9.658,99.0,1278.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
2.479,16.6,1005,Transit,0.0,"[2.479,16.6,1005.0]","[9.877641626602738,0.10081132945485653,0.01483990121647977,0.006707142725925661]","[0.9877641626602738,0.010081132945485653,0.001483990121647977,0.0006707142725925661]",0.0
17.609,190.372,1752,Transit,0.0,"[17.609,190.372,1752.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
2.582,17.2,622,Transit,0.0,"[2.582,17.2,622.0]","[9.80839939986347,0.17596741085265336,0.011335927935355735,0.004297261348521537]","[0.980839939986347,0.017596741085265336,0.0011335927935355735,0.0004297261348521537]",0.0
1.19,9.2,785,Transit,0.0,"[1.19,9.2,785.0]","[9.518139820194614,0.4487481529059087,0.006969253813247919,0.02614277308623009]","[0.9518139820194614,0.04487481529059087,0.0006969253813247919,0.002614277308623009]",0.0
1.47,3.26,2188,Transit,0.0,"[1.47,3.26,2188.0]","[9.855760411455279,0.13628441563729907,0.002188183807439825,0.005766989099981594]","[0.9855760411455279,0.013628441563729906,0.00021881838074398248,0.0005766989099981595]",0.0
9.057,1907.0,543,Transit,0.0,"[9.057,1907.0,543.0]","[9.804527293332374,0.1870718834226373,0.008400823244988162,0.0]","[0.9804527293332373,0.01870718834226373,0.0008400823244988162,0.0]",0.0
12.924,210.40346,1528,Transit,0.0,"[12.924,210.40346,1528.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
2.852,8.52,602,Transit,0.0,"[2.852,8.52,602.0]","[9.53728163445852,0.45021997249584805,0.008201131697111222,0.004297261348521537]","[0.953728163445852,0.045021997249584805,0.0008201131697111221,0.0004297261348521537]",0.0
15.11,304.16179,1102,Transit,0.0,"[15.11,304.16179,1102.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
13.585,172.58169,1244,Transit,0.0,"[13.585,172.58169,1244.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
16.141,371.8611,2061,Transit,0.0,"[16.141,371.8611,2061.0]","[9.903113204810696,0.07695900630156961,0.01627875013734308,0.003649038750390492]","[0.9903113204810697,0.0076959006301569625,0.0016278750137343082,0.0003649038750390493]",0.0
18.416,546.66486,2090,Transit,0.0,"[18.416,546.66486,2090.0]","[9.903113204810696,0.07695900630156961,0.01627875013734308,0.003649038750390492]","[0.9903113204810697,0.0076959006301569625,0.0016278750137343082,0.0003649038750390493]",0.0
17.598,375.0394,2085,Transit,0.0,"[17.598,375.0394,2085.0]","[9.903113204810696,0.07695900630156961,0.01627875013734308,0.003649038750390492]","[0.9903113204810697,0.0076959006301569625,0.0016278750137343082,0.0003649038750390493]",0.0
1.498,3.83,1102,Transit,0.0,"[1.498,3.83,1102.0]","[9.826057441158248,0.14618540573630892,0.002188183807439825,0.0255689692980014]","[0.9826057441158248,0.014618540573630892,0.00021881838074398248,0.00255689692980014]",0.0
12.67,908.96,1000,Transit,0.0,"[12.67,908.96,1000.0]","[9.27778801553478,0.704762510323459,0.01503959276435671,0.0024098813774041227]","[0.927778801553478,0.07047625103234591,0.001503959276435671,0.00024098813774041226]",0.0
