Planet_Name,Host_Star,Default_Flag,Num_Stars,Num_Planets,Discovery_Method,Discovery_Year,Discovery_Facility,Solar_System_Type,Controversial_Flag,Reference_Name,Orbital_Period_Days,Orbital_Period_Error_Upper,Orbital_Period_Error_Lower,Orbital_Period_Limit_Flag,semi_major_axis,Semi_Major_Axis_Error_Upper,Semi_Major_Axis_Error_Lower,Semi_Major_Axis_Limit_Flag,radius,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,mass,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,Orbital_Eccentricity,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,Insolation_Flux,pl_insolerr1,pl_insolerr2,pl_insollim,temperature,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,Star_Temperature_K,st_tefferr1,st_tefferr2,st_tefflim,Star_Radius_Solar,st_raderr1,st_raderr2,st_radlim,Star_Mass_Solar,st_masserr1,st_masserr2,st_masslim,Star_Metallicity,st_meterr1,st_meterr2,st_metlim,st_metratio,Star_Surface_Gravity,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,System_Distance_PC,sy_disterr1,sy_disterr2,System_Visual_Magnitude,sy_vmagerr1,sy_vmagerr2,System_Infrared_Magnitude,sy_kmagerr1,sy_kmagerr2,System_Gaia_Magnitude,sy_gaiamagerr1,sy_gaiamagerr2,Row_Last_Update,Publication_Date,Release_Date,Discovery_Date,Discovery_Method_Index,Discovery_Facility_Index,Solar_System_Type_Index,features,scaledFeatures,prediction
WASP-186 b,WASP-186,1,1,1,Transit,2020,SuperWASP,Published Confirmed,False,<a refstr=SCHANCHE_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.499..428S/abstract target=ref>Schanche et al. 2020</a>,5.026799,1.2e-05,-1.4e-05,False,0.06,0.0012,-0.0013,False,12.442,0.336,-0.336,0,1.11,0.03,-0.03,0,1341.2426,57.2094,-57.2094,0,4.22,0.18,-0.18,0,Mass,0.33,0.01,-0.01,0,486.9533952254641,39.427112299465236,-35.799064171123014,0,1102,28,-27,0,0,<a refstr=SCHANCHE_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.499..428S/abstract target=ref>Schanche et al. 2020</a>,F,6361.0,105.0,-82.0,0,1.47,0.02,-0.02,0,1.22,0.07,-0.08,0,-0.08,0.14,-0.14,0,[Fe/H],4.19,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h15m58.87s,18.9953122,+21d37m00.86s,21.6169065,278.514,3.387,-3.307,10.81,0.009,-0.009,9.532,0.018,-0.018,10.6509,0.000237,-0.000237,10/12/2020,2020-09-01,,2020-01-01,0.0,3.0,0.0,"[12.442,1341.2426,1102.0,0.06]","[2.2610253407536702,2.7747312495044034,2.543574996643267,0.32315152379474316]",0
WASP-38 b,WASP-38,1,1,1,Transit,2010,SuperWASP,Published Confirmed,False,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,6.87188,1e-05,-1e-05,False,0.11312557679914084,0.002684978260869558,-0.0027789380434782513,,13.787,0.673,-0.673,0,1.23,0.06,-0.06,0,1093.3352,114.4188,-114.4188,0,3.44,0.36,-0.36,0,Mass,0.03,0.0,0.0,0,486.9533952254641,39.427112299465236,-35.799064171123014,0,1102,28,-27,0,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,Unknown,6180.0,50.0,-50.0,0,1.52,0.07,-0.07,0,1.76,0.28,-0.28,0,-0.02,0.08140913811007251,-0.0808961578400829,0,[Fe/H],4.25,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h15m50.33s,243.9597194,+10d01m56.68s,10.0324103,136.24,0.807,-0.798,9.391,0.003,-0.003,7.998,0.04,-0.04,9.20974,0.000232,-0.000232,25/4/2018,2017-03-01,,2010-01-01,0.0,3.0,0.0,"[13.787,1093.3352,1102.0,0.11312557679914084]","[2.5054457782487423,2.2618662318234946,2.543574996643267,0.6092783753800268]",0
XO-7 b,XO-7,1,1,1,Transit,2019,XO,Published Confirmed,False,<a refstr=CROUZET_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159...44C/abstract target=ref>Crouzet et al. 2020</a>,2.8641424,4.3e-06,-4.3e-06,False,0.04421,0.00062,-0.00062,False,15.39,0.291,-0.291,0,1.373,0.026,-0.026,0,225.34147,10.80622,-10.80622,0,0.709,0.034,-0.034,0,Mass,0.038,0.033,-0.033,0,1540.0,81.0,-81.0,0,1743,23,-23,0,0,<a refstr=CROUZET_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159...44C/abstract target=ref>Crouzet et al. 2020</a>,G0 V,6250.0,100.0,-100.0,0,1.48,0.02,-0.02,0,1.41,0.06,-0.06,0,0.432,0.057,-0.057,0,[Fe/H],4.25,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h29m54.74s,277.4780753,+85d13m59.95s,85.2333208,234.149,1.194,-1.181,10.521,0.006,-0.006,9.241,0.024,-0.024,10.4575,0.000449,-0.000449,13/1/2020,2020-02-01,,2019-01-01,0.0,18.0,0.0,"[15.39,225.34147,1743.0,0.04421]","[2.796751325687107,0.46618115068687727,4.0230954801717,0.2381088144494266]",0
TOI-663 d,TOI-663,1,1,3,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,False,<a refstr=COINTEPAS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...685A..19C/abstract target=ref>Cointepas et al. 2024</a>,7.1027268,2.97e-05,-2.79e-05,False,0.0576,0.0021,-0.0022,False,1.92,0.13,-0.13,0,0.171,0.012,-0.012,0,5.2,29.73406869479874,-29.30560558390571,1,0.01636,0.09352044160942088,-0.09218208047104992,1,Mass,0.09342613987473901,0.04802127868852457,-0.04109831850117093,0,12.9,2.4,-2.1,0,482,21,-21,0,0,<a refstr=COINTEPAS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...685A..19C/abstract target=ref>Cointepas et al. 2024</a>,M1 V,3681.0,70.0,-70.0,0,0.51,0.01,-0.01,0,0.51,0.01,-0.01,0,0.07,0.12,-0.12,0,[Fe/H],4.73,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h40m15.80s,160.0658525,-08d30m39.90s,-8.5110827,64.2308,0.1799,-0.1799,13.667,0.023,-0.023,9.607,0.021,-0.021,12.8191,0.000515,-0.000515,25/6/2024,2024-05-01,,2024-01-01,0.0,0.0,0.0,"[1.92,5.2,482.0,0.0576]","[0.3489124460896196,0.01075763810172962,1.1125255429964198,0.31022546284295344]",1
TOI-824 b,TOI-824,1,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,False,<a refstr=BURT_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..153B/abstract target=ref>Burt et al. 2020</a>,1.392978,1.8e-05,-1.7e-05,False,0.02177,0.00032,-0.00032,False,2.926,0.202,-0.191,0,0.261,0.018,-0.017,0,18.467,1.843,-1.875,0,0.0581,0.0058,-0.0059,0,Mass,0.09342613987473901,0.04802127868852457,-0.04109831850117093,0,412.0,51.0,-46.0,0,1253,38,-37,0,0,<a refstr=BURT_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..153B/abstract target=ref>Burt et al. 2020</a>,K4 V,4600.0,110.0,-100.0,0,0.69,0.03,-0.03,0,0.71,0.03,-0.03,0,-0.092,0.076,-0.077,0,[Fe/H],4.61,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14h48m39.71s,222.1654705,-57d35m19.92s,-57.5888666,63.9262,0.1435,-0.1428,11.314,0.015,-0.015,8.432,0.038,-0.038,10.7616,0.000374,-0.000374,17/9/2020,2020-10-01,,2020-01-01,0.0,0.0,0.0,"[2.926,18.467,1253.0,0.02177]","[0.5317280298219932,0.038204096697046316,2.8921047829346764,0.11725014455019266]",1
TOI-663 c,TOI-663,1,1,3,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,False,<a refstr=COINTEPAS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...685A..19C/abstract target=ref>Cointepas et al. 2024</a>,4.6955507,9.5e-06,-9.4e-06,False,0.0437,0.0016,-0.0016,False,2.26,0.1,-0.1,0,0.202,0.009,-0.009,0,3.65,0.97,-0.97,0,0.01148,0.00305,-0.00305,0,Mass,0.09342613987473901,0.04802127868852457,-0.04109831850117093,0,22.3,4.2,-3.7,0,553,24,-24,0,0,<a refstr=COINTEPAS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...685A..19C/abstract target=ref>Cointepas et al. 2024</a>,M1 V,3681.0,70.0,-70.0,0,0.51,0.01,-0.01,0,0.51,0.01,-0.01,0,0.07,0.12,-0.12,0,[Fe/H],4.73,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h40m15.80s,160.0658525,-08d30m39.90s,-8.5110827,64.2308,0.1799,-0.1799,13.667,0.023,-0.023,9.607,0.021,-0.021,12.8191,0.000515,-0.000515,25/6/2024,2024-05-01,,2024-01-01,0.0,0.0,0.0,"[2.26,3.65,553.0,0.0437]","[0.41069902508465633,0.007551034436790982,1.2764037868817846,0.2353620264971713]",1
WASP-48 b,WASP-48,1,1,1,Transit,2011,SuperWASP,Published Confirmed,False,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,2.14363,3e-06,-3e-06,False,0.11312557679914084,0.002684978260869558,-0.0027789380434782513,,16.814,2.242,-2.242,0,1.5,0.2,-0.2,0,254.264,73.1009,-73.1009,0,0.8,0.23,-0.23,0,Mass,0.0,0.04802127868852457,-0.04109831850117093,0,486.9533952254641,39.427112299465236,-35.799064171123014,0,1102,28,-27,0,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,Unknown,5920.0,150.0,-150.0,0,1.58,0.21,-0.21,0,0.88,0.36,-0.36,0,-0.12,0.08140913811007251,-0.0808961578400829,0,[Fe/H],4.03,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h24m38.97s,291.1623865,+55d28m22.90s,55.4730273,454.144,4.465,-4.381,11.647,0.019,-0.019,10.372,0.022,-0.022,11.523,0.000324,-0.000324,25/4/2018,2017-03-01,,2011-01-01,0.0,3.0,0.0,"[16.814,254.264,1102.0,0.11312557679914084]","[3.0555280565369083,0.52601540274965,2.543574996643267,0.6092783753800268]",0
WASP-15 b,WASP-15,1,1,1,Transit,2009,SuperWASP,Published Confirmed,False,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,3.7521,1e-05,-1e-05,False,0.11312557679914084,0.002684978260869558,-0.0027789380434782513,,15.805,4.035,-4.035,0,1.41,0.36,-0.36,0,171.6282,92.1707,-92.1707,0,0.54,0.29,-0.29,0,Mass,0.0,0.04802127868852457,-0.04109831850117093,0,486.9533952254641,39.427112299465236,-35.799064171123014,0,1102,28,-27,0,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,Unknown,6300.0,100.0,-100.0,0,1.48,0.38,-0.38,0,1.18,0.93,-0.93,0,-0.17,0.08140913811007251,-0.0808961578400829,0,[Fe/H],4.35,0.15,-0.15,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h55m42.72s,208.9280111,-32d09m34.96s,-32.1597118,282.091,3.371,-3.294,10.972,0.01,-0.01,9.693,0.023,-0.023,10.797,0.000616,-0.000616,25/4/2018,2017-03-01,,2009-01-01,0.0,3.0,0.0,"[15.805,171.6282,1102.0,0.11312557679914084]","[2.8721672971075196,0.3550603968560137,2.543574996643267,0.6092783753800268]",0
WASP-90 b,WASP-90,1,1,1,Transit,2016,SuperWASP,Published Confirmed,False,<a refstr=WEST_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...585A.126W/abstract target=ref>West et al. 2016</a>,3.916243,3e-06,-3e-06,False,0.0562,0.0012,-0.0012,False,18.271,1.009,-1.009,0,1.63,0.09,-0.09,0,200.2329,22.2481,-22.2481,0,0.63,0.07,-0.07,0,Mass,0.0,0.04802127868852457,-0.04109831850117093,0,486.9533952254641,39.427112299465236,-35.799064171123014,0,1840,50,-50,0,0,<a refstr=WEST_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...585A.126W/abstract target=ref>West et al. 2016</a>,F6,6430.0,130.0,-130.0,0,1.98,0.09,-0.09,0,1.55,0.1,-0.1,0,0.11,0.14,-0.14,0,[Fe/H],4.03,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h02m07.67s,315.5319489,+07d03m22.61s,7.0562793,466.433,19.928,-18.384,11.618,0.034,-0.034,10.248,0.023,-0.023,11.4559,0.000914,-0.000914,20/1/2016,2016-01-01,,2016-01-01,0.0,3.0,0.0,"[18.271,200.2329,1840.0,0.0562]","[3.320301720053875,0.4142371296653493,4.24698547533903,0.3026852606210761]",0
WASP-169 b,WASP-169,1,1,1,Transit,2019,WASP-South,Published Confirmed,False,<a refstr=NIELSEN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.489.2478N/abstract target=ref>Nielsen et al. 2019</a>,5.6114118,9.2e-06,-9.2e-06,False,0.0681,0.0014,-0.0014,False,14.617,1.681,-0.818,0,1.304,0.15,-0.073,0,178.30263,19.38763,-19.38763,0,0.561,0.061,-0.061,0,Mass,0.0,0.04802127868852457,-0.04109831850117093,0,486.9533952254641,39.427112299465236,-35.799064171123014,0,1604,74,-42,0,0,<a refstr=NIELSEN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.489.2478N/abstract target=ref>Nielsen et al. 2019</a>,F8,6110.0,101.0,-101.0,0,2.01,0.19,-0.09,0,1.34,0.08,-0.08,0,0.06,0.07,-0.07,0,[Fe/H],3.96,0.03,-0.08,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h29m32.94s,127.3872297,-12d56m41.17s,-12.9447683,627.066,14.159,-13.559,12.167,0.034,-0.034,10.483,0.025,-0.025,11.7206,0.000266,-0.000266,4/9/2019,2019-10-01,,2019-01-01,0.0,10.0,0.0,"[14.617,178.30263,1604.0,0.0681]","[2.6562777210895674,0.368868301178192,3.702263425241198,0.3667769795070335]",0
WASP-185 b,WASP-185,1,1,1,Transit,2019,WASP-South,Published Confirmed,False,<a refstr=HELLIER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.490.1479H/abstract target=ref>Hellier et al. 2019</a>,9.38755,2e-05,-2e-05,False,0.0904,0.0017,-0.0017,False,14.011,0.897,-0.897,0,1.25,0.08,-0.08,0,311.4734,19.0698,-19.0698,0,0.98,0.06,-0.06,0,Mass,0.24,0.04,-0.04,0,486.9533952254641,39.427112299465236,-35.799064171123014,0,1160,35,-35,0,0,<a refstr=HELLIER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.490.1479H/abstract target=ref>Hellier et al. 2019</a>,G0 V,5900.0,100.0,-100.0,0,1.5,0.08,-0.08,0,1.12,0.06,-0.06,0,-0.02,0.06,-0.06,0,[Fe/H],4.13,0.05,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14h16m14.30s,214.0595791,-19d32m32.30s,-19.5423062,279.35,3.439,-3.358,11.101,0.012,-0.012,9.505,0.019,-0.019,10.8949,0.000369,-0.000369,2/10/2019,2019-11-01,,2019-01-01,0.0,10.0,0.0,"[14.011,311.4734,1160.0,0.0904]","[2.546152230292531,0.6443688683683212,2.6774473648876493,0.4868816291840797]",0
WASP-32 b,WASP-32,1,1,1,Transit,2010,SuperWASP,Published Confirmed,False,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,2.71866,2e-06,-2e-06,False,0.11312557679914084,0.002684978260869558,-0.0027789380434782513,,10.761,1.681,-1.681,0,0.96,0.15,-0.15,0,835.8929,260.6206,-260.6206,0,2.63,0.82,-0.82,0,Mass,0.0,0.04802127868852457,-0.04109831850117093,0,486.9533952254641,39.427112299465236,-35.799064171123014,0,1102,28,-27,0,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,Unknown,6140.0,95.0,-95.0,0,0.95,0.15,-0.15,0,0.72,0.34,-0.34,0,-0.13,0.08140913811007251,-0.0808961578400829,0,[Fe/H],4.4,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h15m50.81s,3.9617073,+01d12m01.84s,1.2005122,275.994,3.344,-3.267,11.257,0.017,-0.017,10.161,0.023,-0.023,11.409,0.00075,-0.00075,25/4/2018,2017-03-01,,2010-01-01,0.0,3.0,0.0,"[10.761,835.8929,1102.0,0.11312557679914084]","[1.9555452251929146,1.7292756365394744,2.543574996643267,0.6092783753800268]",0
TrES-4 b,TrES-4,1,2,1,Transit,2007,TrES,Published Confirmed,False,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,3.55395,7.5e-05,-7.5e-05,False,0.11312557679914084,0.002684978260869558,-0.0027789380434782513,,18.046,2.018,-2.018,0,1.61,0.18,-0.18,0,247.9074,60.3877,-60.3877,0,0.78,0.19,-0.19,0,Mass,0.0,0.04802127868852457,-0.04109831850117093,0,486.9533952254641,39.427112299465236,-35.799064171123014,0,1102,28,-27,0,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,Unknown,6200.0,75.0,-75.0,0,1.66,0.19,-0.19,0,1.08,0.38,-0.38,0,0.14,0.08140913811007251,-0.0808961578400829,0,[Fe/H],4.06,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h53m13.04s,268.3043361,+37d12m42.26s,37.2117397,515.98,7.027,-6.843,11.932,0.023,-0.023,10.33,0.019,-0.019,11.4731,0.000301,-0.000301,25/4/2018,2017-03-01,,2007-01-01,0.0,16.0,0.0,"[18.046,247.9074,1102.0,0.11312557679914084]","[3.279413542777747,0.5128650176809086,2.543574996643267,0.6092783753800268]",0
WASP-101 b,WASP-101,1,1,1,Transit,2014,SuperWASP,Published Confirmed,False,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,3.58572,4e-06,-4e-06,False,0.11312557679914084,0.002684978260869558,-0.0027789380434782513,,16.029,1.009,-1.009,0,1.43,0.09,-0.09,0,162.0933,25.4264,-25.4264,0,0.51,0.08,-0.08,0,Mass,0.0,0.04802127868852457,-0.04109831850117093,0,486.9533952254641,39.427112299465236,-35.799064171123014,0,1102,28,-27,0,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,Unknown,6380.0,120.0,-120.0,0,1.31,0.08,-0.08,0,1.41,0.3,-0.3,0,0.2,0.08140913811007251,-0.0808961578400829,0,[Fe/H],4.31,0.08,-0.08,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h33m24.26s,98.3511016,-23d29m09.91s,-23.486086,201.224,1.152,-1.139,10.336,0.004,-0.004,9.075,0.025,-0.025,10.138,0.000369,-0.000369,25/4/2018,2017-03-01,,2014-01-01,0.0,3.0,0.0,"[16.029,162.0933,1102.0,0.11312557679914084]","[2.9128737491513084,0.3353348192529018,2.543574996643267,0.6092783753800268]",0
WASP-96 b,WASP-96,1,1,1,Transit,2014,SuperWASP,Published Confirmed,False,<a refstr=HELLIER_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.440.1982H/abstract target=ref> Hellier et al. 2014 </a>,3.4252602,2.7e-06,-2.7e-06,False,0.0453,0.0013,-0.0013,False,13.45,0.67,-0.67,0,1.2,0.06,-0.06,0,152.55,9.53,-9.53,0,0.48,0.03,-0.03,0,Mass,0.0,0.04802127868852457,-0.04109831850117093,0,486.9533952254641,39.427112299465236,-35.799064171123014,0,1285,40,-40,0,0,<a refstr=HELLIER_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.440.1982H/abstract target=ref> Hellier et al. 2014 </a>,G8,5540.0,140.0,-140.0,0,1.05,0.05,-0.05,0,1.06,0.09,-0.09,0,0.14,0.19,-0.19,0,[Fe/H],4.42,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h04m11.18s,1.0465696,-47d21m38.29s,-47.3606352,352.464,4.746,-4.623,12.569,0.069,-0.069,10.914,0.024,-0.024,12.3833,0.00026,-0.00026,14/5/2014,2014-05-01,,2014-01-01,0.0,3.0,0.0,"[13.45,152.55,1285.0,0.0453]","[2.4442043749507203,0.3155918639267026,2.9659653998970943,0.2439794004650311]",0
WASP-184 b,WASP-184,1,1,1,Transit,2019,WASP-South,Published Confirmed,False,<a refstr=HELLIER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.490.1479H/abstract target=ref>Hellier et al. 2019</a>,5.1817,1e-05,-1e-05,False,0.0627,0.0012,-0.0012,False,14.908,1.009,-1.009,0,1.33,0.09,-0.09,0,181.1631,31.783,-31.783,0,0.57,0.1,-0.1,0,Mass,0.0,0.04802127868852457,-0.04109831850117093,0,486.9533952254641,39.427112299465236,-35.799064171123014,0,1480,50,-50,0,0,<a refstr=HELLIER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.490.1479H/abstract target=ref>Hellier et al. 2019</a>,G0 V,6000.0,100.0,-100.0,0,1.65,0.09,-0.09,0,1.23,0.07,-0.07,0,0.12,0.08,-0.08,0,[Fe/H],4.09,0.05,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h58m04.08s,209.51701,-30d20m53.35s,-30.348153,663.231,16.965,-16.152,12.771,0.08,-0.08,11.262,0.025,-0.025,12.5673,0.00022,-0.00022,2/10/2019,2019-11-01,,2019-01-01,0.0,10.0,0.0,"[14.908,181.1631,1480.0,0.0627]","[2.709159763700025,0.37478597445912554,3.4160535345118284,0.33769334236550663]",0
TOI-892 b,TOI-892,1,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,False,<a refstr=BRAHM_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..235B/abstract target=ref>Brahm et al. 2020</a>,10.62656,7e-05,-7e-05,False,0.092,0.005,-0.005,False,11.994,0.224,-0.224,0,1.07,0.02,-0.02,0,301.9385,22.2481,-22.2481,0,0.95,0.07,-0.07,0,Mass,0.125,0.04802127868852457,-0.04109831850117093,1,486.9533952254641,39.427112299465236,-35.799064171123014,0,1397,40,-40,0,0,<a refstr=BRAHM_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..235B/abstract target=ref>Brahm et al. 2020</a>,F,6261.0,80.0,-80.0,0,1.39,0.02,-0.02,0,1.28,0.03,-0.02,0,0.24,0.05,-0.05,0,[Fe/H],4.26,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h46m57.17s,86.738228,-11d14m07.22s,-11.2353401,340.543,4.894,-4.76,11.43,0.014,-0.014,10.106,0.019,-0.019,11.3435,0.000463,-0.000463,10/12/2020,2020-11-01,,2020-01-01,0.0,0.0,0.0,"[11.994,301.9385,1397.0,0.092]","[2.1796124366660923,0.6246432907652093,3.2244775592655572,0.4954990031519395]",0
TrES-1 b,TrES-1,1,2,1,Transit,2004,TrES,Published Confirmed,False,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,3.03007,8e-06,-8e-06,False,0.11312557679914084,0.002684978260869558,-0.0027789380434782513,,12.666,0.673,-0.673,0,1.13,0.06,-0.06,0,266.9772,34.9613,-34.9613,0,0.84,0.11,-0.11,0,Mass,0.0,0.04802127868852457,-0.04109831850117093,0,486.9533952254641,39.427112299465236,-35.799064171123014,0,1102,28,-27,0,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,Unknown,5230.0,50.0,-50.0,0,0.85,0.05,-0.05,0,1.04,0.19,-0.19,0,0.02,0.08140913811007251,-0.0808961578400829,0,[Fe/H],4.57,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h04m09.81s,286.0408755,+36d37m57.13s,36.632536,159.658,0.736,-0.73,11.424,0.019,-0.019,9.819,0.019,-0.019,11.5565,0.00029,-0.00029,25/4/2018,2017-03-01,,2004-01-01,0.0,16.0,0.0,"[12.666,266.9772,1102.0,0.11312557679914084]","[2.3017317927974594,0.5523161728871324,2.543574996643267,0.6092783753800268]",0
